Solucao	Gap	Tempo	Status Gurobi
20	0.0	0.02	2

Custos
Estoque	Setup
0	14600
J	T	M
10	8	3

Ocupacao de Maquinas Por Periodo
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	83.98	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	68.03	0.0	0.0	

Custos Estoque Por Periodo
0	0	0	0	0	0	0	0	

Item	T	Maq	Prod	Inv	Dem E	Dem I
9	8	2	0	0	0	1428
9	8	3	0	0	0	1428

10	1	1	0	0	0	1428
10	1	2	0	0	0	1428
10	1	3	0	0	0	1428
10	2	1	0	0	0	1428
10	2	2	0	0	0	1428
10	2	3	0	0	0	1428
10	3	1	0	0	0	1428
10	3	2	0	0	0	1428
10	3	3	0	0	0	1428
10	4	1	0	0	0	1428
10	4	2	0	0	0	1428
10	4	3	0	0	0	1428
10	5	1	0	0	0	1428
10	5	2	0	0	0	1428
10	5	3	0	0	0	1428
10	6	1	0	0	0	1428
10	6	2	0	0	0	1547
10	6	3	119	0	0	1547
10	7	1	0	0	0	1547
10	7	2	0	0	0	1547
10	7	3	0	0	0	1547
10	8	1	0	0	0	1547
10	8	2	0	0	0	1547
10	8	3	0	0	0	1547

